EmployeeID,Name,hrs,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
3335,Audrey Lane,6.3923371262827775,High,Excellent,Low,Medium,Better,37,No,Non-Travel,Research & Development,1,Doctor,Medical,Female,2,Research Scientist,Single,62610,1.0,12,0,10.0,1,10,0,9
3336,Suzanne King,6.413691432396111,High,Outstanding,Low,Low,Better,50,No,Non-Travel,Research & Development,17,Bachelor,Medical,Female,1,Laboratory Technician,Divorced,42980,1.0,20,1,31.0,6,31,14,7
3337,Julia Richardson,8.987617135207222,Medium,Excellent,Very High,Very High,Better,39,No,Travel_Rarely,Research & Development,1,Bachelor,Other,Female,3,Human Resources,Married,68040,8.0,14,1,13.0,3,5,0,4
3338,Connor Snyder,9.886398929049443,High,Excellent,Very High,Medium,Best,33,No,Travel_Rarely,Sales,7,Bachelor,Life Sciences,Male,2,Manufacturing Director,Divorced,38150,3.0,11,1,7.0,3,4,0,3
3339,Susan Stewart,6.208421463632222,Medium,Excellent,Low,Very High,Bad,32,Yes,Travel_Rarely,Research & Development,9,Below College,Medical,Female,1,Laboratory Technician,Single,27410,1.0,15,1,1.0,5,1,0,1
3340,Amanda Mendoza,8.997649486836112,Very High,Excellent,Low,Very High,,29,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,Female,4,Healthcare Representative,Divorced,66730,6.0,12,1,8.0,2,4,0,3
3341,Tony Nguyen,5.907230031235834,High,Excellent,Medium,Low,Better,44,No,Travel_Rarely,Research & Development,26,College,Life Sciences,Male,2,Manufacturing Director,Married,76390,1.0,14,0,8.0,6,8,7,1
3342,Jessica Werner,10.219431057563334,High,Excellent,Low,Very High,Better,28,No,Travel_Rarely,Sales,24,Doctor,Life Sciences,Female,1,Research Scientist,Single,23280,1.0,11,2,4.0,3,4,0,2
3343,Shane Thompson,6.1471474788038885,High,Excellent,Very High,Very High,Good,58,Yes,Travel_Frequently,Sales,9,College,Technical Degree,Male,1,Sales Executive,Divorced,21530,9.0,11,0,3.0,3,1,0,0
3344,Cody Gamble,6.631586345381389,High,Excellent,Low,Medium,Best,43,No,Travel_Rarely,Sales,7,Master,Marketing,Male,2,Sales Executive,Divorced,48760,4.0,16,2,4.0,4,1,0,0
3345,Scott Garcia,7.638162650602222,Low,Excellent,High,High,Good,20,Yes,Travel_Rarely,Research & Development,11,Bachelor,Medical,Male,2,Sales Executive,Single,93960,1.0,12,0,2.0,6,2,0,2
3346,Scott Gibson,10.24720883534111,High,Excellent,Very High,Very High,Good,21,Yes,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,2,Sales Executive,Single,104000,1.0,13,1,1.0,2,1,0,0
3347,Dustin Harris,8.295543284248055,High,Excellent,High,Very High,Good,36,No,Travel_Rarely,Research & Development,26,Master,Medical,Male,1,Laboratory Technician,Married,84740,0.0,14,0,17.0,3,16,4,11
3348,Michael Williams,9.09250334672,High,Outstanding,Very High,Very High,Good,47,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,2,Manufacturing Director,Single,99810,1.0,21,1,3.0,3,3,1,2
3349,Amy Wallace,9.775122713074444,High,Excellent,Medium,High,Best,22,Yes,Travel_Rarely,Research & Development,15,Master,Life Sciences,Female,1,Laboratory Technician,Married,124900,0.0,13,0,4.0,3,3,0,2
3350,Patricia Rios,7.332550200803055,Very High,Excellent,Medium,Very High,Good,41,Yes,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,Female,2,Sales Executive,Divorced,26570,4.0,11,0,10.0,3,7,1,0
3351,Ms. Katie Miller DDS,10.063014279339445,High,Outstanding,High,High,Better,28,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Female,3,Manager,Divorced,135910,5.0,20,1,6.0,2,2,2,2
3352,Olivia Ramirez,7.276614234716389,High,Excellent,Very High,Low,Bad,39,Yes,Travel_Rarely,Research & Development,10,Master,Life Sciences,Female,4,Human Resources,Married,66960,7.0,11,0,8.0,3,2,2,2
3353,David Mendez,7.570064703257223,High,Excellent,Medium,High,Better,27,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,1,Research Scientist,Single,20580,1.0,14,1,1.0,5,1,0,0
3354,Jermaine Barr,6.284557117358055,High,Excellent,Medium,Medium,Better,34,No,Travel_Rarely,Research & Development,12,College,Technical Degree,Male,2,Human Resources,Divorced,88650,1.0,11,1,1.0,0,1,1,0
3355,James Hughes,10.004975457385,Medium,Excellent,High,High,Better,42,No,Travel_Rarely,Sales,11,Below College,Technical Degree,Male,2,Human Resources,Single,59400,7.0,16,0,10.0,2,5,0,3
3356,Haley Gonzalez,7.929331771530555,High,Excellent,High,Low,Better,33,No,Travel_Rarely,Sales,2,Bachelor,Marketing,Female,1,Sales Executive,Single,59140,3.0,16,1,6.0,4,3,0,2
3357,Troy Jordan,5.883766175814166,High,Outstanding,High,Medium,Better,58,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,1,Research Scientist,Divorced,26220,2.0,23,0,24.0,3,6,0,4
3358,Jessica Pena,9.97234158857639,High,Excellent,Medium,High,Best,31,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,Female,1,Sales Representative,Married,121850,3.0,14,0,13.0,2,7,5,2
3359,Michael Walker,6.807791164658611,High,Outstanding,Very High,Very High,Bad,35,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Male,3,Healthcare Representative,Married,106090,1.0,22,0,10.0,3,10,0,7
3360,Elizabeth Wilkinson,6.424264837126112,Medium,Excellent,Low,Medium,Good,49,No,Travel_Rarely,Research & Development,25,College,Life Sciences,Female,2,Sales Executive,Married,43450,4.0,15,0,29.0,3,26,1,7
3361,Jeremy White,6.605649263721389,High,Excellent,Very High,High,Good,48,No,Travel_Rarely,Research & Development,1,Master,Medical,Male,1,Research Scientist,Married,21770,4.0,18,0,13.0,4,0,0,0
3362,Jennifer Moore,6.013562025881111,High,Excellent,Very High,High,Good,31,No,Non-Travel,Research & Development,1,College,Technical Degree,Female,2,Sales Executive,Married,27930,1.0,16,0,9.0,4,9,0,0
3363,Jonathan Dyer,6.572467648371111,Medium,Excellent,Medium,Very High,Better,36,No,Travel_Rarely,Human Resources,2,Master,Technical Degree,Male,1,Sales Executive,Single,79180,2.0,12,2,8.0,3,6,0,1
3364,Mark Dillon,6.900842257920556,High,Excellent,Very High,Low,Better,38,No,Travel_Rarely,Sales,6,Bachelor,Other,Male,2,Sales Executive,Married,87890,1.0,11,3,15.0,4,15,5,11
3365,Mark Smith,8.583017626059723,Medium,Excellent,High,Medium,Better,32,No,Non-Travel,Sales,18,Bachelor,Marketing,Male,1,Laboratory Technician,Married,23890,6.0,12,1,5.0,4,3,0,2
3366,Robert Davis,5.670689424363889,Medium,Excellent,High,Medium,Better,25,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,Male,1,Sales Executive,Married,32120,1.0,15,1,1.0,3,1,0,0
3367,James Mitchell,7.460060240963611,High,Excellent,Low,Medium,Good,40,No,Travel_Rarely,Research & Development,1,Master,Medical,Male,2,Research Scientist,Divorced,192320,2.0,14,1,11.0,3,1,0,0
3368,James Hahn,10.353177153056668,Medium,Excellent,High,Low,Better,26,No,Travel_Frequently,Sales,11,Bachelor,Marketing,Male,2,Healthcare Representative,Single,22670,1.0,19,3,7.0,2,7,0,7
3369,Kevin Williams,6.898016510486389,High,Excellent,Very High,Low,Better,41,No,Travel_Rarely,Research & Development,1,Master,Medical,Male,1,Research Scientist,Single,195170,2.0,13,0,20.0,5,18,2,17
3370,Brianna Osborne,10.406173583221667,Low,Excellent,High,High,Better,36,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Female,2,Healthcare Representative,Single,24360,4.0,13,0,16.0,3,11,3,9
3371,Joseph Willis,5.797681838464722,High,Excellent,Very High,Medium,Best,19,Yes,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,Male,2,Research Scientist,Single,160640,1.0,15,1,1.0,3,1,0,0
3372,Shannon Benson,7.601465863453611,High,Excellent,Low,Low,Better,20,Yes,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,Female,3,Laboratory Technician,Single,27070,1.0,11,0,1.0,2,1,0,0
3373,Jake Harris,7.804366354306111,High,Excellent,Very High,Very High,Bad,31,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,4,Research Director,Married,190680,0.0,12,0,10.0,1,9,8,5
3374,Frank Lara,7.627585899151945,Medium,Excellent,Very High,Medium,Better,40,No,Travel_Frequently,Sales,1,Bachelor,Marketing,Male,1,Research Scientist,Divorced,39310,8.0,19,0,3.0,2,1,0,0
3375,Steve Jackson,9.564423248549724,High,Outstanding,High,Low,Best,32,No,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,Male,4,Laboratory Technician,Married,37300,1.0,25,1,8.0,4,8,6,3
3376,William Jones,5.848063364569167,High,Excellent,High,Very High,Better,36,Yes,Travel_Rarely,Research & Development,10,Bachelor,Medical,Male,3,Sales Executive,Married,22320,1.0,12,1,16.0,2,16,3,7
3377,Michelle Thompson,5.9234002677375,High,Excellent,Medium,Very High,Better,33,No,Travel_Rarely,Research & Development,1,Master,Medical,Female,4,Manufacturing Director,Single,44650,0.0,13,0,6.0,3,5,1,4
3378,Ashley Jones,5.941754796965555,Medium,Excellent,Low,High,Bad,37,Yes,Travel_Rarely,Sales,10,Master,Marketing,Female,3,Human Resources,Married,30720,5.0,14,0,17.0,3,14,11,7
3379,Cody Phillips,7.419226907630278,High,Excellent,High,Medium,Good,45,No,Non-Travel,Research & Development,8,Below College,Life Sciences,Male,2,Sales Executive,Married,33190,1.0,12,1,9.0,3,9,0,8
3380,Mark Myers,5.865969433288611,High,Excellent,High,Very High,Better,29,No,Travel_Frequently,Research & Development,29,Below College,Life Sciences,Male,1,Sales Representative,Married,192020,1.0,12,0,3.0,5,3,0,2
3381,Ronnie Caldwell,6.333999330655834,Medium,Excellent,High,High,Better,35,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,Male,3,Laboratory Technician,Married,136750,1.0,15,3,5.0,5,5,1,0
3382,Alexander Brewer,6.899924141008333,High,Excellent,Very High,Very High,Good,52,No,Travel_Rarely,Research & Development,5,Master,Other,Male,1,Laboratory Technician,Married,29110,2.0,17,2,26.0,3,9,7,8
3383,Nicole Hernandez,6.233623382418333,Low,Excellent,Very High,High,Better,58,Yes,Travel_Rarely,Sales,9,College,Medical,Female,4,Sales Executive,Single,59570,4.0,14,1,7.0,2,1,0,0
3384,Travis Butler,7.426530566711111,High,Excellent,High,High,Best,53,No,Travel_Rarely,Research & Development,9,Bachelor,Technical Degree,Male,1,Manager,Divorced,39200,6.0,16,1,22.0,3,17,15,2
3385,David Adams,7.5635274431055555,Medium,Excellent,High,High,Best,30,No,Travel_Rarely,Sales,3,Master,Marketing,Male,1,Sales Executive,Divorced,64340,5.0,14,1,10.0,3,8,7,7
3386,Robert Mcdonald,6.981953369031666,High,Outstanding,High,Very High,Better,38,No,Non-Travel,Sales,4,Bachelor,Life Sciences,Male,2,Research Director,Single,100480,1.0,23,1,6.0,2,5,1,3
3387,Leslie Willis,6.0047791164658335,Low,Excellent,Very High,Very High,Better,35,No,Travel_Rarely,Sales,1,College,Life Sciences,Female,2,Healthcare Representative,Divorced,109380,6.0,14,2,12.0,2,10,0,8
3388,Christopher Jones,9.16688531905389,Medium,Excellent,,High,Better,39,No,Travel_Rarely,Sales,1,Below College,Marketing,Male,2,Research Scientist,Single,23400,0.0,11,1,9.0,2,8,0,7
3389,Roger Becker,9.917137438643334,High,Excellent,Medium,Medium,Good,40,Yes,Non-Travel,Research & Development,2,Master,Life Sciences,Male,1,Human Resources,Single,65450,4.0,15,0,22.0,2,1,0,0
3390,Cory Brooks,6.249861668897778,High,Excellent,High,High,Best,47,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,Male,3,Sales Executive,Divorced,69310,1.0,11,0,20.0,3,19,2,7
3391,Martin Page,8.065640339134166,High,Excellent,Low,Very High,Better,36,No,Non-Travel,Sales,28,Below College,Life Sciences,Male,2,Research Scientist,Divorced,48980,4.0,13,1,12.0,3,7,0,7
3392,Benjamin Franklin,7.376327532351389,High,Outstanding,High,Low,Better,31,Yes,Non-Travel,Research & Development,28,Master,Medical,Male,2,Research Scientist,Single,25930,0.0,21,0,4.0,2,3,1,2
3393,Tyler Merritt,9.91037148594361,High,Excellent,Very High,High,Better,33,No,Non-Travel,Sales,15,Bachelor,Other,Male,4,Research Director,Single,194360,1.0,19,2,10.0,4,10,6,0
3394,Justin Larsen,6.8807463186075,Medium,Excellent,Very High,Low,Better,29,Yes,Travel_Rarely,Human Resources,3,Doctor,Life Sciences,Male,1,Sales Executive,Single,27230,6.0,11,1,3.0,2,0,0,0
3395,Robert Fisher,6.869940874609444,High,Excellent,Medium,Very High,Better,33,No,Travel_Rarely,Research & Development,2,College,Technical Degree,Male,2,Laboratory Technician,Single,34790,3.0,12,0,5.0,3,3,0,2
3396,Laurie Gross,7.150153949129722,High,Excellent,Very High,Very High,Better,45,No,Travel_Rarely,Research & Development,26,Below College,Medical,Female,3,Healthcare Representative,Divorced,27940,3.0,19,1,8.0,2,5,0,2
3397,Brittany Wallace,8.546979027219722,Medium,Outstanding,Very High,Very High,Good,50,No,Travel_Rarely,Sales,10,Below College,Life Sciences,Female,1,Manufacturing Director,Divorced,52490,9.0,21,2,32.0,2,5,1,3
3398,Justin Gamble,7.675133868808333,Medium,Excellent,High,Medium,Better,33,No,Travel_Frequently,Sales,1,Bachelor,Marketing,Male,2,Human Resources,Married,21760,1.0,14,1,6.0,2,6,1,2
3399,David Diaz,6.927836903168055,High,Excellent,Low,High,Best,41,No,Travel_Frequently,Sales,11,Bachelor,Other,Male,1,Laboratory Technician,Divorced,168720,2.0,15,1,21.0,2,18,0,11
3400,Louis Wilcox,8.461950022311388,High,Excellent,High,Medium,Better,27,No,Travel_Rarely,Research & Development,20,Master,Other,Male,2,Manufacturing Director,Married,34850,9.0,17,2,4.0,2,2,2,2
3401,Jennifer Davis,7.7529774654172225,Very High,Excellent,Very High,Low,Better,45,No,Non-Travel,Sales,2,Bachelor,Medical,Female,1,Sales Executive,Married,66440,1.0,12,0,9.0,3,9,0,8
3402,Alison Daniels,9.859254796965557,High,Excellent,Very High,Very High,Better,47,No,Travel_Rarely,Sales,18,Master,Medical,Female,2,Research Scientist,Single,55820,1.0,16,0,9.0,3,9,0,7
3403,Eric Long,8.8780087014725,Medium,Excellent,Low,High,Better,30,Yes,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Male,2,Healthcare Representative,Married,40000,4.0,12,0,7.0,5,5,0,1
3404,Deanna Miller,7.191443551985556,High,Excellent,Very High,High,Better,50,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Female,2,Sales Executive,Married,134960,3.0,18,1,22.0,3,12,1,5
3405,Dylan Ortega,6.726800535475,Medium,Excellent,High,High,Good,38,No,Travel_Frequently,Research & Development,13,Bachelor,Technical Degree,Male,1,Manufacturing Director,Married,32100,0.0,17,2,3.0,5,2,0,2
3406,Rebekah Ibarra,6.1098951360997225,High,Excellent,Very High,High,Better,46,No,Travel_Rarely,Research & Development,28,Bachelor,Medical,Female,3,Human Resources,Divorced,190450,6.0,11,3,13.0,2,8,0,7
3407,Julie Whitehead,8.946868585452778,High,Excellent,Very High,High,Better,24,No,Travel_Rarely,Sales,28,Bachelor,Life Sciences,Female,1,Healthcare Representative,Divorced,118490,1.0,16,1,5.0,3,4,3,2
3408,Joseph Rogers,6.106440205265278,Medium,Excellent,High,Medium,Bad,35,Yes,Travel_Rarely,Sales,24,Bachelor,Medical,Male,3,Healthcare Representative,Divorced,20700,1.0,13,3,5.0,1,4,0,2
3409,Christopher Carney,6.020758589915,High,Excellent,High,Low,Better,31,No,Travel_Frequently,Research & Development,5,College,Technical Degree,Male,2,Sales Executive,Married,65020,1.0,12,0,4.0,3,4,0,3
3410,Eric Choi,6.016653279785555,High,Excellent,Medium,Very High,Better,18,No,Non-Travel,Sales,5,Master,Other,Male,2,Manager,Single,32300,1.0,12,1,0.0,3,0,0,0
3411,Gabriela Bright,8.905165104863888,High,Excellent,High,High,Better,54,No,Travel_Rarely,Sales,23,Bachelor,Medical,Female,1,Laboratory Technician,Married,136030,8.0,13,1,22.0,2,10,0,8
3412,Holly Rodriguez,9.591868585452778,High,Excellent,High,High,Good,35,No,Travel_Rarely,Research & Development,6,Master,Medical,Female,1,Manufacturing Director,Divorced,119960,1.0,19,2,16.0,3,16,10,1
3413,Robyn Mccall,7.750198572065833,Medium,Excellent,Medium,Low,Good,30,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,Female,5,Healthcare Representative,Married,56050,0.0,12,1,9.0,0,8,1,7
3414,Christine Armstrong,7.434355198571945,High,Excellent,Very High,Low,Better,20,Yes,Travel_Rarely,Research & Development,2,College,Life Sciences,Female,2,Research Scientist,Single,63970,1.0,17,1,1.0,3,1,0,0
3415,Steven Jones,7.677974118696945,High,Excellent,Medium,Medium,Better,30,Yes,Travel_Frequently,Research & Development,8,Master,Medical,Male,1,Sales Executive,Single,191440,0.0,11,0,4.0,3,3,1,2
3416,Kim Perez,7.105554439981945,High,Outstanding,Very High,Very High,Better,26,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,2,Research Scientist,Married,175840,1.0,20,0,8.0,2,8,1,3
3417,Jason Hill,7.827246764836945,High,Outstanding,Medium,Low,Good,22,No,Travel_Rarely,Research & Development,8,Bachelor,Other,Male,2,Sales Representative,Married,49070,1.0,21,1,4.0,2,4,1,1
3418,Timothy Dunn,5.895283355644723,High,Excellent,Low,High,Better,48,No,Travel_Rarely,Human Resources,2,Master,Medical,Male,2,Sales Executive,Single,45540,2.0,11,2,19.0,3,2,2,2
3419,Garrett Wood,6.5220504239177775,High,Excellent,High,High,Better,48,No,Travel_Rarely,Sales,3,Bachelor,Medical,Male,1,Research Director,Single,54150,7.0,11,1,27.0,1,15,4,8
3420,Charles Woods,6.568748326639723,High,Excellent,Very High,High,Better,41,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,2,Research Scientist,Single,47410,6.0,16,0,8.0,3,2,2,1
3421,Dr. Martin Flowers,6.691050870147222,Very High,Excellent,Very High,Very High,Better,39,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Male,3,Human Resources,Married,21150,1.0,18,0,21.0,3,21,11,8
3422,Dustin Thompson,6.599657518964722,High,Excellent,Low,Very High,Better,27,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,2,Human Resources,Married,31610,0.0,13,2,4.0,0,3,2,2
3423,Dylan Barrett,7.4642815707272225,High,Excellent,Medium,Very High,Good,35,No,Travel_Rarely,Sales,24,Bachelor,Medical,Male,5,Sales Executive,Divorced,57450,1.0,17,3,3.0,4,3,1,2
3424,Roberto Gallegos,5.906719098616667,Very High,Excellent,Very High,High,Best,42,No,Travel_Rarely,Research & Development,23,Master,Other,Male,1,Research Scientist,Married,23730,6.0,14,1,21.0,3,1,0,0
3425,Daniel Anderson,9.511185854529169,Very High,Outstanding,Low,Very High,Better,50,No,Travel_Rarely,Sales,27,Bachelor,Medical,Male,2,Sales Executive,Married,33100,4.0,22,1,8.0,3,1,0,0
3426,Rachel Lloyd,6.094838241856111,Medium,Excellent,High,Very High,Better,59,No,Travel_Rarely,Research & Development,16,Master,Medical,Female,5,Laboratory Technician,Single,186650,3.0,12,0,30.0,3,5,4,3
3427,Thomas Gordon,8.113614457831112,Very High,Excellent,Low,Medium,Bad,37,Yes,Travel_Rarely,Sales,15,Bachelor,Marketing,Male,2,Laboratory Technician,Married,44850,5.0,11,1,15.0,2,1,0,0
3428,Ruth Richardson,5.973612226684445,Medium,Excellent,High,Medium,Better,55,No,Travel_Frequently,Research & Development,26,College,Life Sciences,Female,2,Sales Executive,Married,27890,3.0,13,1,17.0,2,8,6,7
3429,Ian Fernandez,7.933631191432222,High,Excellent,Medium,High,Better,41,No,Non-Travel,Research & Development,19,Below College,Life Sciences,Male,2,Research Scientist,Divorced,58280,1.0,13,0,21.0,0,21,5,10
3430,Kathleen Wise,7.398471664435278,Very High,Excellent,Medium,Very High,Better,38,No,Travel_Rarely,Research & Development,24,College,Other,Female,1,Laboratory Technician,Single,23260,8.0,14,0,19.0,3,1,0,0
3431,Courtney Parker,5.6741086568494445,Medium,Excellent,Medium,Low,Better,26,Yes,Non-Travel,Research & Development,21,Below College,Life Sciences,Female,1,Manufacturing Director,Single,135250,8.0,17,1,7.0,4,2,2,2
3432,Carol Perkins,10.771651048638889,Very High,Excellent,Low,Very High,Better,52,Yes,Travel_Rarely,Research & Development,5,Master,Medical,Female,4,Human Resources,Married,14200,1.0,13,1,33.0,2,32,6,9
3433,Teresa Powell,6.119989959839167,High,Excellent,Very High,Very High,Better,44,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Female,1,Healthcare Representative,Married,80200,3.0,11,1,23.0,2,12,11,11
3434,Keith Mason,7.643770638107778,Medium,Excellent,Very High,High,Better,50,No,Non-Travel,Human Resources,2,College,Life Sciences,Male,1,Laboratory Technician,Married,36880,0.0,11,0,19.0,3,18,0,13
3435,Brad Anderson,10.541629852744167,High,Excellent,High,Low,Better,36,Yes,Travel_Rarely,Sales,2,Master,Technical Degree,Male,4,Sales Executive,Single,54820,1.0,18,0,18.0,3,17,15,14
3436,Shawn James,7.27583556448,Very High,Excellent,Very High,Low,Better,39,No,Travel_Frequently,Sales,11,Bachelor,Marketing,Male,1,Sales Executive,Single,160150,1.0,11,0,21.0,3,21,2,8
3437,George Morgan,7.119144355198333,High,Excellent,Medium,Very High,Good,33,No,Non-Travel,Sales,9,College,Technical Degree,Male,5,Sales Representative,Single,12000,0.0,11,1,3.0,3,2,2,2
3438,Nicholas Lee,6.977737617135,Medium,Excellent,Very High,Very High,Best,45,No,Travel_Rarely,Research & Development,7,College,Other,Male,1,Human Resources,Married,56610,3.0,12,0,26.0,2,9,1,1
3439,Nicholas Craig,6.679530343596389,Low,Outstanding,Very High,High,Better,32,No,Non-Travel,Research & Development,15,Bachelor,Medical,Male,2,Manager,Single,69290,9.0,20,0,10.0,6,8,7,7
3440,Michael Murphy,7.55953480589,Medium,Excellent,Medium,Very High,Good,34,No,Travel_Rarely,Sales,6,Master,Marketing,Male,2,Research Director,Divorced,96130,0.0,12,1,16.0,5,15,0,9
3441,Jeffery Aguilar,6.312863676929722,High,Excellent,Medium,Very High,Bad,59,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Male,2,Research Scientist,Married,56740,3.0,12,0,14.0,6,6,0,4
3442,Randall Johnston,7.560214190093611,High,Outstanding,Medium,Medium,Better,45,No,Travel_Rarely,Research & Development,16,Below College,Medical,Male,2,Sales Executive,Single,54840,1.0,20,3,6.0,6,6,0,4
3443,Samuel Wilson,5.6584482373938885,Very High,Outstanding,High,Medium,Better,53,No,Travel_Frequently,Sales,8,College,Medical,Male,2,Research Scientist,Married,120610,2.0,20,1,30.0,2,15,6,12
3444,Nina Kelly,7.874303882195278,High,Excellent,Low,High,Good,36,Yes,Travel_Rarely,Research & Development,7,College,Life Sciences,Female,1,Research Scientist,Divorced,56600,7.0,12,0,9.0,3,1,0,0
3445,Gregory Little,8.696416778223888,High,Excellent,Low,Low,Better,26,Yes,Travel_Frequently,Sales,2,Bachelor,Life Sciences,Male,2,Research Scientist,Married,48210,6.0,14,2,6.0,2,3,1,2
3446,Edward Miller,7.1938531905397225,Medium,Excellent,High,High,Better,34,No,Travel_Rarely,Research & Development,2,College,Life Sciences,Male,1,Sales Representative,Married,64100,1.0,13,1,1.0,5,1,0,0
3447,Troy Nelson,6.953226238286389,Very High,Excellent,Very High,Medium,Better,28,No,Travel_Rarely,Research & Development,10,Bachelor,Other,Male,2,Sales Representative,Married,52100,1.0,15,0,1.0,1,1,0,0
3448,Kenneth Sullivan,9.198874386434444,Low,Excellent,High,High,Better,38,No,Travel_Frequently,Sales,9,Master,Medical,Male,2,Research Scientist,Married,26950,3.0,14,1,8.0,4,2,2,2
3449,Nicholas Rios,7.137511155733889,High,Excellent,Medium,High,Good,50,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,Male,1,Sales Executive,Married,118780,2.0,13,1,29.0,2,8,7,7
3450,James Brown,5.943892235608889,High,Outstanding,Very High,Medium,Good,37,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,1,Laboratory Technician,Single,170680,3.0,23,0,8.0,6,4,0,1
3451,Raymond Mathews,7.248066711289445,High,Excellent,High,Low,Good,40,No,Travel_Rarely,Human Resources,2,Bachelor,Medical,Male,5,Sales Executive,Married,24550,1.0,15,1,8.0,2,7,7,5
3452,Michael Yang,7.177605979473333,Medium,Excellent,Low,High,Better,26,No,Travel_Frequently,Research & Development,3,Bachelor,Medical,Male,2,Laboratory Technician,Divorced,139640,1.0,11,2,5.0,1,5,1,3
3453,Robin Dixon,7.331230477465278,Medium,Excellent,Very High,Very High,Better,46,No,Travel_Rarely,Research & Development,2,Below College,Medical,Female,3,Research Scientist,Divorced,49410,9.0,13,2,23.0,2,2,2,2
3454,Kimberly Ross,6.559152164212223,High,Excellent,High,High,Better,54,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,Female,2,Manufacturing Director,Married,24780,6.0,11,0,13.0,0,9,7,0
3455,Autumn Rice,6.180560017849166,High,Excellent,Low,High,Better,56,No,Travel_Frequently,Research & Development,1,College,Life Sciences,Female,2,Manufacturing Director,Married,52280,2.0,11,0,18.0,4,5,0,3
3456,Mariah Crawford,5.758879964301389,High,Excellent,Very High,Very High,Good,36,No,Travel_Rarely,Research & Development,4,College,Life Sciences,Female,2,Human Resources,Single,44780,0.0,18,1,15.0,3,14,7,8
3457,Maureen Miller,7.258086791610833,Medium,Excellent,High,Low,Best,55,No,Non-Travel,Research & Development,2,Bachelor,Medical,Female,2,Manager,Single,75470,7.0,16,0,31.0,2,9,6,2
3458,Cody Franklin,8.462938420348056,Medium,Outstanding,High,Very High,Better,43,No,Travel_Rarely,Sales,25,College,Life Sciences,Male,3,Research Scientist,Divorced,50550,5.0,22,0,18.0,2,1,0,0
3459,Kevin Lam,6.306462516733333,Medium,Outstanding,Very High,Very High,Better,20,Yes,Travel_Frequently,Sales,8,Bachelor,Marketing,Male,3,Sales Executive,Single,34640,1.0,20,0,2.0,3,2,0,2
3460,Scott Dominguez,10.637412985274167,High,Excellent,High,Low,Good,21,Yes,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,1,Manager,Single,57750,1.0,18,0,1.0,2,1,1,0
3461,Alyssa Patterson,8.037368362338055,High,Excellent,Very High,Low,Better,46,No,Travel_Rarely,Sales,12,Bachelor,Marketing,Female,3,Healthcare Representative,Divorced,89430,8.0,12,1,19.0,6,16,1,7
3462,Sheila Kelly,6.9041834002675,High,Outstanding,Low,High,Best,51,Yes,Travel_Rarely,Sales,23,Bachelor,Medical,Female,2,Research Scientist,Married,192720,9.0,20,0,18.0,2,10,2,7
3463,Maureen Norman,6.942819053993611,Medium,Excellent,Medium,Low,Good,28,Yes,Non-Travel,Research & Development,19,Master,Life Sciences,Female,4,Laboratory Technician,Single,52380,1.0,17,1,10.0,4,10,1,9
3464,Judy Williams,5.995146140115834,Low,Excellent,Low,Low,Better,26,No,Travel_Rarely,Research & Development,5,Master,Medical,Female,2,Sales Executive,Married,46820,1.0,11,1,6.0,3,5,1,3
