EmployeeID,hrs,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Name
3220,5.895184069611667,Medium,Excellent,Very High,Low,Good,27,No,Travel_Frequently,Research & Development,29,Below College,Life Sciences,1,Male,2,Manufacturing Director,Divorced,43250,1.0,Y,14,8,0,9.0,2,9,1,7,Nathaniel Simpson
3221,6.923985943775,High,Excellent,Very High,High,Better,41,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,1,Male,1,Manufacturing Director,Married,72600,1.0,Y,16,8,0,22.0,2,22,2,10,Robert Barnes
3222,7.87463966979,Very High,Outstanding,Very High,Medium,Better,50,No,Travel_Rarely,Sales,9,Bachelor,Life Sciences,1,Male,2,Research Scientist,Married,23220,7.0,Y,25,8,1,4.0,0,2,2,2,David Deleon
3223,5.744808121374167,Medium,Excellent,Low,Medium,Better,28,Yes,Travel_Rarely,Sales,2,Master,Life Sciences,1,Male,3,Research Scientist,Single,20750,7.0,Y,18,8,3,10.0,0,7,3,7,Melvin Rodriguez
3224,9.43807675145,High,Excellent,Low,Low,Better,36,No,Non-Travel,Research & Development,10,Master,Technical Degree,1,Female,2,Research Scientist,Married,41520,9.0,Y,19,8,1,10.0,3,8,0,5,Janet Hamilton
3225,5.674703257474167,High,Excellent,High,High,Best,38,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Female,3,Manager,Single,96190,4.0,Y,13,8,1,10.0,2,1,0,0,Elizabeth Moore
3226,8.115662650602221,Medium,Excellent,Low,High,Better,44,No,Non-Travel,Research & Development,8,College,Life Sciences,1,Male,1,Research Scientist,Single,135030,2.0,Y,12,8,0,9.0,6,5,1,4,Jason Davis
3227,7.313369031682222,Medium,Outstanding,Very High,High,Good,47,No,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,1,Male,1,Research Scientist,Divorced,54410,9.0,Y,22,8,1,28.0,6,22,11,13,Edward Sanders
3228,6.233736055332222,High,Excellent,High,Very High,Good,30,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1,Male,2,Sales Executive,Divorced,52090,7.0,Y,14,8,1,10.0,3,8,7,7,Isaac Mayo
3229,9.346302989736667,High,Excellent,High,High,Better,29,No,Travel_Rarely,Research & Development,1,College,Medical,1,Female,1,Sales Executive,Single,106730,1.0,Y,13,8,3,1.0,2,1,0,0,Susan Baldwin
3230,6.523755020080277,High,Outstanding,High,High,Better,42,Yes,Travel_Frequently,Research & Development,10,Below College,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6.0,Y,21,8,3,7.0,3,2,2,2,Diane Walker
3231,5.915160642570278,High,Excellent,Very High,Very High,Better,43,No,Travel_Frequently,Research & Development,26,Below College,Life Sciences,1,Male,1,Laboratory Technician,Married,135490,3.0,Y,11,8,2,7.0,3,2,2,2,Devin Ramirez
3232,7.198370147255556,Very High,Excellent,Medium,High,Better,34,No,Travel_Rarely,Research & Development,2,Doctor,Technical Degree,1,Male,2,Healthcare Representative,Single,49990,3.0,Y,12,8,2,10.0,2,5,4,3,Travis Hicks
3233,5.8017838018738885,High,Excellent,Medium,Low,Best,23,No,Travel_Rarely,Sales,13,Bachelor,Marketing,1,Male,5,Sales Executive,Married,42210,1.0,Y,11,8,1,5.0,4,4,0,2,Shaun Sanford
3234,6.919400937081389,Medium,Excellent,High,Medium,Bad,39,No,Travel_Rarely,Sales,2,Master,Marketing,1,Female,4,Healthcare Representative,Married,138720,9.0,Y,12,8,3,12.0,3,8,3,6,Kristin Escobar
3235,8.592408522980556,High,Excellent,High,Very High,Good,56,No,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,1,Manager,Married,20420,7.0,Y,12,8,0,30.0,6,10,1,1,Omar White
3236,6.921458054439722,High,Excellent,Very High,Very High,Good,40,No,Travel_Rarely,Sales,9,Bachelor,Marketing,1,Male,2,Research Scientist,Single,20730,0.0,Y,14,8,0,5.0,3,4,2,3,Robert Rodriguez
3237,6.863613342257778,High,Excellent,Very High,Low,Bad,27,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Female,1,Laboratory Technician,Single,29560,8.0,Y,13,8,0,9.0,6,7,0,7,Erin Ross
3238,5.954673136992223,Medium,Excellent,Very High,Medium,Better,29,No,Travel_Rarely,Sales,20,Bachelor,Marketing,1,Female,2,Manager,Divorced,29260,1.0,Y,15,8,1,2.0,3,2,2,2,Tina Orozco
3239,6.612196564033889,High,Excellent,Very High,Very High,Better,53,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Female,3,Laboratory Technician,Single,48090,2.0,Y,18,8,0,19.0,2,2,2,2,Christine Rodriguez
3240,7.345769745649167,High,Excellent,Very High,Low,Best,35,No,Non-Travel,Research & Development,5,Below College,Medical,1,Male,1,Healthcare Representative,Divorced,51630,2.0,Y,18,8,2,16.0,4,1,0,0,Jason Garcia
3241,10.723779562695,Low,Excellent,Low,Very High,Better,32,No,Travel_Frequently,Sales,4,Master,Life Sciences,1,Male,2,Sales Executive,Married,188440,1.0,Y,19,8,0,10.0,3,10,4,7,Christopher Blair
3242,5.8830789825969445,High,Excellent,Very High,High,Bad,38,No,Travel_Rarely,Sales,10,Bachelor,Medical,1,Male,4,Laboratory Technician,Married,181720,6.0,Y,12,8,2,6.0,5,1,0,1,Christopher Vang
3243,5.634441097724166,Medium,Excellent,Medium,Low,Better,34,No,Travel_Rarely,Research & Development,20,Bachelor,Medical,1,Female,3,Laboratory Technician,Divorced,57440,3.0,Y,19,8,1,7.0,4,0,0,0,Jessica Lawrence
3244,9.620850066934167,High,Excellent,High,Low,Best,52,No,Travel_Rarely,Sales,21,Doctor,Technical Degree,1,Male,3,Manager,Married,28890,1.0,Y,11,8,1,34.0,2,34,1,16,Tommy Hall
3245,7.524006024096111,High,Excellent,Very High,Very High,Good,33,Yes,Travel_Rarely,Research & Development,1,College,Medical,1,Male,3,Laboratory Technician,Single,28710,1.0,Y,17,8,3,10.0,2,10,7,8,Mark Webb
3246,5.580070281124445,High,Excellent,High,Very High,Good,25,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1,Male,2,Research Scientist,Single,74840,1.0,Y,15,8,0,6.0,3,6,1,4,David Friedman
3247,7.8247568049975,High,Excellent,Medium,High,Better,45,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,Healthcare Representative,Single,60740,0.0,Y,14,8,0,9.0,2,8,3,1,Jason Bartlett
3248,9.344075189647224,Low,Excellent,Low,High,Better,23,No,Travel_Rarely,Research & Development,23,Below College,Life Sciences,1,Female,2,Research Scientist,Single,173280,1.0,Y,17,8,1,2.0,2,2,0,2,Jennifer Stewart
3249,7.486257251226944,High,Excellent,Medium,High,Better,47,Yes,Travel_Frequently,Research & Development,4,Bachelor,Life Sciences,1,Male,1,Research Director,Single,27740,4.0,Y,13,8,1,8.0,2,5,1,3,Keith Lyons DVM
3250,7.5487639446675,High,Excellent,Very High,Very High,Better,34,No,Travel_Rarely,Research & Development,12,Bachelor,Technical Degree,1,Male,1,Research Scientist,Single,45050,1.0,Y,12,8,0,6.0,3,6,1,4,Aaron Cooper
3251,6.881342034805833,High,Excellent,Very High,Low,Better,55,Yes,Travel_Rarely,Human Resources,7,Bachelor,Human Resources,1,Male,4,Laboratory Technician,Married,74280,5.0,Y,12,8,0,24.0,2,5,1,4,Michael Russell
3252,7.023702588130278,Low,Excellent,Low,Low,Better,36,No,Non-Travel,Research & Development,7,College,Life Sciences,1,Male,5,Sales Executive,Single,116310,1.0,Y,18,8,1,10.0,2,10,0,9,James Sparks
3253,6.521339803658889,High,Excellent,Very High,Very High,Better,52,No,Non-Travel,Research & Development,1,Master,Life Sciences,1,Male,5,Sales Executive,Married,97380,0.0,Y,18,8,2,5.0,2,4,1,2,Kerry Cook
3254,5.816875278893333,High,Excellent,Low,Very High,Better,26,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1,Male,1,Manufacturing Director,Divorced,28350,3.0,Y,11,8,1,5.0,2,2,2,0,Brian Rodriguez
3255,5.663225122713056,High,Excellent,Medium,High,Good,29,No,Travel_Rarely,Research & Development,10,College,Medical,1,Male,3,Manufacturing Director,Married,169590,4.0,Y,14,8,3,11.0,5,8,1,1,Steven Phillips
3256,5.947781124497777,High,Excellent,Very High,Low,Good,26,Yes,Travel_Rarely,Research & Development,15,College,Life Sciences,1,Male,2,Laboratory Technician,Single,26130,6.0,Y,19,8,1,6.0,2,4,1,2,Douglas Gates
3257,8.189630745202777,High,Excellent,Medium,Very High,Better,34,No,Travel_Rarely,Research & Development,14,Master,Technical Degree,1,Male,2,Manufacturing Director,Single,61460,2.0,Y,12,8,0,10.0,3,4,1,3,Travis Harris
3258,6.45130410531,High,Excellent,Very High,Low,Better,54,No,Travel_Rarely,Research & Development,18,Master,Medical,1,Female,2,Laboratory Technician,Divorced,49630,9.0,Y,15,8,1,9.0,2,5,1,4,Kathleen Wilson
3259,9.225821062025831,High,Excellent,High,Very High,Better,27,No,Travel_Frequently,Research & Development,13,College,Life Sciences,1,Female,4,Research Scientist,Married,195370,0.0,Y,12,8,0,5.0,5,4,1,1,Stacy Little
3260,10.280517626059725,High,Excellent,Very High,Low,Good,37,No,Travel_Rarely,Sales,2,Master,Technical Degree,1,Male,2,Manufacturing Director,Divorced,61720,0.0,Y,11,8,0,6.0,1,5,4,3,Adam Lee
3261,6.634815930388055,High,Excellent,Low,Low,Better,38,No,Travel_Frequently,Sales,2,Master,Life Sciences,1,Female,2,Research Scientist,Single,23680,6.0,Y,11,8,1,17.0,3,15,4,12,Madison Bond
3262,7.347062695225277,High,Excellent,,Low,Better,34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1,Male,1,Sales Representative,Single,103120,1.0,Y,12,8,0,6.0,2,6,1,3,William Parker
3263,6.873062248995834,Medium,Excellent,Low,Very High,Good,35,No,Travel_Rarely,Research & Development,5,Master,Medical,1,Male,3,Manager,Married,16750,1.0,Y,16,8,0,3.0,6,3,0,2,Stephen Taylor
3264,5.977699687639444,High,Excellent,Very High,High,Better,30,No,Travel_Rarely,Research & Development,20,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,25230,3.0,Y,13,8,1,7.0,2,2,0,2,Troy Cole
3265,7.373914547076945,Very High,Excellent,High,Medium,Better,40,No,Travel_Frequently,Research & Development,10,Master,Medical,1,Male,2,Manufacturing Director,Married,65670,1.0,Y,13,8,1,8.0,3,8,3,7,Shane Johnson
3266,7.270711735831944,High,Outstanding,High,Low,Better,34,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Male,3,Healthcare Representative,Married,47390,5.0,Y,24,8,2,6.0,2,3,1,2,John Turner
3267,7.823163766175556,Very High,Excellent,Medium,Very High,Good,42,No,Travel_Frequently,Research & Development,9,Master,Medical,1,Male,1,Manufacturing Director,Divorced,92080,1.0,Y,15,8,1,24.0,2,24,14,9,James Sanchez
3268,6.512884872824444,Medium,Excellent,High,Low,Better,23,Yes,Travel_Rarely,Sales,2,Bachelor,Medical,1,Female,4,Manufacturing Director,Married,45590,1.0,Y,18,8,1,1.0,2,0,0,0,Samantha Pacheco
3269,5.766157965193889,High,Excellent,High,Medium,Better,24,No,Non-Travel,Sales,1,Doctor,Marketing,1,Female,1,Manufacturing Director,Divorced,81890,1.0,Y,14,8,1,1.0,3,1,0,0,Krista Patel
3270,5.906033020972778,Medium,Excellent,Very High,High,Better,52,No,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,1,Male,2,Manufacturing Director,Married,29420,8.0,Y,11,8,1,9.0,1,5,1,4,Darren Oliver
3271,10.025922579205556,Low,Excellent,High,High,Better,50,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1,Male,2,Sales Executive,Married,49410,5.0,Y,11,8,1,30.0,3,4,0,3,Troy Allen
3272,6.535539937527778,Very High,Excellent,Medium,Low,Better,29,Yes,Travel_Rarely,Sales,2,Master,Marketing,1,Female,4,Research Scientist,Married,106500,1.0,Y,13,8,2,1.0,2,1,0,0,Kathryn Morris
3273,7.771574074073889,High,Excellent,High,High,Best,33,No,Travel_Rarely,Research & Development,3,Master,Life Sciences,1,Male,4,Manufacturing Director,Married,59020,0.0,Y,12,8,1,14.0,2,13,3,7,Alexander Horne
3274,9.122059348505,Medium,Excellent,Low,Low,Better,33,Yes,Travel_Rarely,Research & Development,23,Doctor,Life Sciences,1,Male,1,Human Resources,Single,86390,5.0,Y,16,8,2,6.0,3,3,0,2,Charles Lopez
3275,7.377153056671111,Very High,Excellent,High,Very High,Good,47,No,Travel_Rarely,Research & Development,6,Master,Other,1,Male,2,Manager,Married,63470,1.0,Y,14,8,0,26.0,2,26,3,0,Brandon Harris
3276,7.096918786256111,High,Outstanding,High,Medium,Better,36,No,Travel_Rarely,Sales,6,Bachelor,Medical,1,Female,2,Sales Executive,Married,42000,0.0,Y,22,8,0,10.0,3,9,0,5,Kimberly Tucker
3277,8.31684850513139,Medium,Excellent,High,High,Better,29,No,Travel_Rarely,Research & Development,10,Bachelor,Other,1,Male,1,Research Scientist,Married,34520,1.0,Y,11,8,0,10.0,3,10,0,7,Roger Jones
3278,7.1662003569833335,High,Excellent,Very High,Medium,Better,58,Yes,Travel_Rarely,Research & Development,24,Bachelor,Other,1,Female,2,Research Scientist,Single,43170,7.0,Y,17,8,0,40.0,2,31,13,8,Victoria Carney
3279,10.129048415885556,Very High,Excellent,Very High,High,Better,35,No,Travel_Rarely,Sales,10,Master,Marketing,1,Female,1,Research Scientist,Single,26320,3.0,Y,13,8,3,7.0,3,2,2,2,Brianna Gordon
3280,6.048819723337778,High,Excellent,Very High,Very High,Better,42,No,Travel_Rarely,Sales,15,Below College,Marketing,1,Male,2,Laboratory Technician,Married,46680,9.0,Y,18,8,2,8.0,2,4,0,2,Scott Brooks
3281,6.458268630075834,Medium,Excellent,High,High,Good,28,Yes,Travel_Rarely,Research & Development,19,Master,Medical,1,Female,2,Sales Executive,Single,32040,6.0,Y,16,8,1,5.0,4,2,2,1,Kelli Roberts
3282,7.578834225791945,High,Excellent,High,Medium,Better,36,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Healthcare Representative,Married,27200,4.0,Y,14,8,1,8.0,3,5,0,4,Erik Taylor
3283,6.571873047746389,Medium,Excellent,High,High,Better,32,No,Travel_Rarely,Research & Development,3,Below College,Medical,1,Male,2,Manufacturing Director,Married,171810,1.0,Y,14,8,0,14.0,2,14,6,8,Steven Lin
3284,8.994278224006944,High,Excellent,Low,High,Better,40,No,Travel_Frequently,Sales,9,Bachelor,Marketing,1,Male,3,Manufacturing Director,Single,22380,6.0,Y,14,8,0,10.0,3,1,0,0,Edward Keller
3285,6.386800535475,High,Excellent,High,Very High,Good,30,No,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1,Male,2,Research Director,Single,14830,5.0,Y,13,8,0,12.0,3,0,0,0,Angel Williams
3286,7.155449576081945,High,Excellent,Medium,High,Better,45,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,1,Male,1,Research Director,Single,56050,1.0,Y,12,8,2,1.0,2,1,0,0,Kyle Macias
3287,7.248608879964166,High,Excellent,Medium,Medium,Good,42,No,Travel_Rarely,Research & Development,20,College,Medical,1,Male,2,Sales Representative,Married,72950,1.0,Y,15,8,0,10.0,3,9,7,8,Michael Costa
3288,6.706059794734444,High,Excellent,Low,Low,Good,38,No,Travel_Frequently,Sales,4,Bachelor,Medical,1,Male,2,Research Scientist,Divorced,23060,2.0,Y,19,8,1,13.0,5,4,1,2,Joel Carlson
3289,5.755362561356389,High,Excellent,High,Very High,Better,34,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,1,Male,3,Laboratory Technician,Single,23480,1.0,Y,14,8,1,6.0,3,5,1,3,Joseph Taylor
3290,5.814795850066667,Very High,Excellent,High,Very High,Best,49,Yes,Travel_Rarely,Sales,7,College,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1.0,Y,14,8,2,9.0,2,9,7,7,Laura Patterson
3291,7.122371709058333,Very High,Excellent,High,Very High,Good,55,Yes,Travel_Rarely,Human Resources,16,Bachelor,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4.0,Y,11,8,0,12.0,3,9,7,3,Jordan Ortiz
3292,9.768964747880275,Medium,Excellent,Medium,Low,Better,43,No,Travel_Rarely,Research & Development,25,College,Medical,1,Male,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,4,1,0,Victor Bennett
3293,6.501234939758889,Medium,Outstanding,High,Very High,Better,27,No,Travel_Rarely,Sales,2,Master,Medical,1,Male,2,Manager,Divorced,33460,1.0,Y,21,8,1,9.0,2,9,0,8,Tony Hawkins
3294,9.183482820169443,High,Excellent,High,High,Best,35,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Male,1,Research Director,Single,108550,3.0,Y,13,8,1,17.0,2,8,1,6,Charles Wilkerson
3295,6.408226238286389,Medium,Excellent,Medium,Medium,Better,28,No,Travel_Rarely,Sales,1,College,Technical Degree,1,Female,1,Sales Executive,Married,22310,1.0,Y,12,8,0,8.0,3,8,7,5,Jill Mills
3296,7.444561579651666,High,Excellent,High,,Bad,34,No,Travel_Rarely,Sales,2,Doctor,Life Sciences,1,Male,4,Research Scientist,Married,23230,0.0,Y,17,8,0,4.0,2,3,0,2,Mitchell Payne
3297,6.801379964301389,High,Outstanding,High,High,Better,26,Yes,Travel_Frequently,Research & Development,22,Master,Other,1,Female,1,Sales Executive,Married,20240,1.0,Y,23,8,0,8.0,2,8,1,7,Lauren Monroe
3298,5.816046407853611,High,Excellent,Very High,Very High,Good,27,No,Non-Travel,Sales,1,Bachelor,Technical Degree,1,Female,1,Sales Executive,Married,27130,1.0,Y,11,8,0,0.0,2,0,0,0,Casey Spencer
3299,5.934716644355,High,Excellent,Low,High,Good,51,No,Travel_Rarely,Sales,16,Bachelor,Medical,1,Male,3,Research Scientist,Married,94390,2.0,Y,15,8,3,29.0,0,20,4,17,Joe Beltran
3300,6.090296742525555,High,Excellent,Very High,Medium,Good,44,No,Travel_Rarely,Sales,24,Doctor,Medical,1,Female,1,Sales Executive,Single,25660,9.0,Y,11,8,1,10.0,3,5,2,3,Elizabeth Khan
3301,5.655350290048889,Very High,Excellent,Low,Low,Good,25,No,Travel_Rarely,Research & Development,17,Bachelor,Medical,1,Male,1,Laboratory Technician,Single,199260,7.0,Y,11,8,3,6.0,5,4,0,1,Christopher Johnson
3302,6.387916108879722,Medium,Excellent,Low,Low,Better,33,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1,Male,3,Laboratory Technician,Divorced,24510,1.0,Y,13,8,1,9.0,3,9,0,8,Daniel Shaffer
3303,9.106919901829444,Medium,Outstanding,High,Low,Good,35,No,Travel_Rarely,Sales,6,Master,Medical,1,Female,2,Manager,Single,94190,1.0,Y,24,8,1,6.0,5,6,1,1,Theresa Bowen
3304,7.576022980811945,High,Excellent,Medium,Very High,Good,36,No,Travel_Rarely,Sales,10,Master,Marketing,1,Male,3,Manager,Married,86860,1.0,Y,13,8,0,18.0,2,18,4,11,James Lopez
3305,5.886149040606667,High,Outstanding,Medium,Very High,Good,32,No,Travel_Rarely,Research & Development,3,Master,Medical,1,Female,4,Sales Executive,Divorced,30380,2.0,Y,20,8,0,8.0,3,5,0,3,Jill Hart
3306,10.330230923694725,High,Excellent,Medium,Very High,Good,30,No,Travel_Frequently,Research & Development,4,Doctor,Medical,1,Male,5,Sales Representative,Divorced,30580,9.0,Y,14,8,1,10.0,2,5,0,3,Mr. Zachary Johnson
3307,8.193987059348334,Very High,Excellent,Low,Very High,Better,53,No,Travel_Rarely,Sales,6,Bachelor,Marketing,1,Male,4,Sales Executive,Married,23250,7.0,Y,18,8,1,35.0,1,5,0,4,Fred Henderson
3308,5.988147032574722,High,Excellent,Very High,Low,Better,45,No,Travel_Rarely,Research & Development,1,Doctor,Technical Degree,1,Male,2,Healthcare Representative,Divorced,20880,4.0,Y,15,8,3,18.0,2,5,0,2,Andrew Wheeler
3309,7.191141231592778,Low,Excellent,High,High,Good,32,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,Doris Burgess
3310,5.7144622936188885,High,Excellent,High,Very High,Better,52,No,Travel_Frequently,Research & Development,1,Below College,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3.0,Y,16,8,1,31.0,2,9,0,0,Lee Lee
3311,5.8089491298525,High,Excellent,Very High,High,Better,37,No,Travel_Rarely,Sales,24,College,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4.0,Y,15,8,0,9.0,2,1,0,0,Michele Smith
3312,6.389250334671944,High,Excellent,Medium,Very High,Better,28,No,Travel_Rarely,Research & Development,21,Master,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1.0,Y,16,8,2,6.0,3,5,0,4,Kimberly Berry
3313,10.8810575635875,Medium,Excellent,Very High,Very High,Bad,22,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,2,2,Michael Maxwell
3314,7.740951584114167,High,Excellent,Low,Very High,Good,44,No,Travel_Rarely,Research & Development,22,Bachelor,Medical,1,Female,1,Laboratory Technician,Married,104530,2.0,Y,11,8,1,10.0,2,3,0,2,Jessica Calderon
3315,7.290654841588333,Medium,Excellent,Medium,Very High,Better,42,No,Travel_Frequently,Sales,13,Master,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5.0,Y,16,8,1,8.0,4,2,2,2,Jennifer Sanchez
3316,10.239582775546388,Medium,Outstanding,Low,Low,Better,36,No,Travel_Rarely,Research & Development,14,Bachelor,Other,1,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3,Robert Garcia
3317,8.398550870147222,High,Excellent,High,Low,Better,25,No,Travel_Rarely,Sales,11,Bachelor,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1.0,Y,11,8,1,5.0,2,5,0,3,Julie Hoffman
3318,9.721956715751666,Medium,Excellent,Very High,High,Better,35,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1.0,Y,13,8,1,17.0,2,17,5,15,Julie Williams
3319,7.478524096385278,Very High,Excellent,Very High,Medium,Good,35,Yes,Travel_Frequently,Sales,8,College,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1.0,Y,13,8,1,10.0,2,10,7,8,Kaitlyn Wyatt
3320,7.149326193663334,High,Excellent,Very High,Very High,Better,32,No,Non-Travel,Research & Development,21,Bachelor,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,3,0,2,Jonathan Moore
3321,6.9776729138775,High,Excellent,High,Low,Best,25,No,Travel_Rarely,Sales,5,Bachelor,Marketing,1,Female,4,Research Scientist,Married,27560,1.0,Y,12,8,2,5.0,2,5,0,3,Alexandra Robinson
3322,6.97703145917,High,Excellent,High,Low,Better,49,No,Travel_Rarely,Sales,9,Bachelor,Technical Degree,1,Female,2,Sales Representative,Married,190330,2.0,Y,18,8,1,7.0,5,4,0,2,Rachel Zhang
3323,6.685159526996666,High,Outstanding,Low,Very High,Good,24,No,Non-Travel,Research & Development,2,Doctor,Technical Degree,1,Male,2,Healthcare Representative,Married,187220,0.0,Y,22,8,1,6.0,3,5,3,4,Gary Powell
3324,6.696093261936389,Medium,Excellent,Medium,Medium,Better,32,No,Travel_Frequently,Research & Development,12,Doctor,Medical,1,Male,1,Research Scientist,Married,95470,1.0,Y,13,8,1,10.0,3,10,5,3,Kenneth Dalton
3325,8.841412315930278,Very High,Excellent,Medium,Medium,Better,38,No,Travel_Rarely,Sales,22,College,Medical,1,Male,1,Sales Executive,Married,137340,0.0,Y,13,8,0,3.0,3,2,1,2,Mitchell Hunt
3326,9.448313253011944,High,Outstanding,High,Very High,Good,42,No,Travel_Rarely,Research & Development,18,Below College,Technical Degree,1,Female,2,Research Scientist,Married,199990,2.0,Y,23,8,1,17.0,6,5,1,3,Norma Collins
3327,8.849162204372778,High,Excellent,Very High,Very High,Better,31,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1,Female,3,Sales Executive,Married,22790,3.0,Y,12,8,1,8.0,3,6,0,2,Kimberly Atkins
3328,5.953738286479167,High,Excellent,Medium,High,Better,29,Yes,Travel_Rarely,Sales,3,Bachelor,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,3,0,2,Thomas Hall
3329,6.704921909861667,Medium,Excellent,Low,Very High,Better,53,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Male,1,Sales Representative,Married,20890,5.0,Y,16,8,0,28.0,2,2,2,2,Eric Calhoun
3330,7.193019857206389,Very High,Excellent,Very High,Medium,Better,35,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,3,Healthcare Representative,Married,167920,3.0,Y,12,8,1,16.0,3,13,4,8,Seth Russo
3331,6.431574074073889,Low,Excellent,High,Very High,Better,37,No,Travel_Frequently,Research & Development,13,Master,Life Sciences,1,Female,3,Human Resources,Married,35640,5.0,Y,11,8,0,10.0,1,5,0,0,Michele Williams
3332,7.0111099955375,Very High,Outstanding,Very High,Very High,Better,53,No,Travel_Rarely,Research & Development,1,Below College,Medical,1,Male,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,12,3,8,Danny Chen
3333,10.341414547076944,High,Excellent,Very High,Very High,Good,43,No,Travel_Frequently,Research & Development,1,Bachelor,Medical,1,Male,1,Laboratory Technician,Married,52650,4.0,Y,11,8,1,12.0,4,5,2,2,Travis Mayo
3334,8.083406961177777,High,Excellent,High,Very High,Better,47,No,Travel_Rarely,Sales,15,Master,Marketing,1,Female,3,Research Director,Married,65530,0.0,Y,15,8,0,8.0,2,7,7,7,Rachel Turner
3335,6.3923371262827775,High,Excellent,Low,Medium,Better,37,No,Non-Travel,Research & Development,1,Doctor,Medical,1,Female,2,Research Scientist,Single,62610,1.0,Y,12,8,0,10.0,1,10,0,9,Audrey Lane
3336,6.413691432396111,High,Outstanding,Low,Low,Better,50,No,Non-Travel,Research & Development,17,Bachelor,Medical,1,Female,1,Laboratory Technician,Divorced,42980,1.0,Y,20,8,1,31.0,6,31,14,7,Suzanne King
3337,8.987617135207222,Medium,Excellent,Very High,Very High,Better,39,No,Travel_Rarely,Research & Development,1,Bachelor,Other,1,Female,3,Human Resources,Married,68040,8.0,Y,14,8,1,13.0,3,5,0,4,Julia Richardson
3338,9.886398929049443,High,Excellent,Very High,Medium,Best,33,No,Travel_Rarely,Sales,7,Bachelor,Life Sciences,1,Male,2,Manufacturing Director,Divorced,38150,3.0,Y,11,8,1,7.0,3,4,0,3,Connor Snyder
3339,6.208421463632222,Medium,Excellent,Low,Very High,Bad,32,Yes,Travel_Rarely,Research & Development,9,Below College,Medical,1,Female,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,0,1,Susan Stewart
3340,8.997649486836112,Very High,Excellent,Low,Very High,,29,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1,Female,4,Healthcare Representative,Divorced,66730,6.0,Y,12,8,1,8.0,2,4,0,3,Amanda Mendoza
